size smiles jnk3 sa qed sa max_or_val 
29 COc1ccccc1Nc1nc2cnc(Nc3ccc(F)cc3)nc2n1C1CC1 0.79 0.8492997462046014 0.49264867751665276 0.8492997462046014 0
27 Fc1ccccc1Nc1nc2cnc(NC3CCCCC3)nc2n1C1CC1 0.88 0.8337912839113222 0.6795410163600516 0.8337912839113222 0
27 CC(C)n1c(Nc2ccc(Cl)cc2)nc2cnc(Nc3ccccc3)nc21 0.67 0.8538606919456766 0.47632391784104705 0.8538606919456766 0
30 COc1ccc(Nc2ncc3nc(Nc4cccc(OC)c4)n(C4CC4)c3n2)cc1 0.81 0.8499676067367233 0.4646380502996705 0.8499676067367233 0
28 COc1ccc(Nc2ncc3nc(Nc4ccccc4)n(C4CC4)c3n2)cc1 0.8 0.8596366226172193 0.5126822415412746 0.8596366226172193 0
33 Clc1ccc(Nc2ncc3nc(Nc4ccc(-c5ccccc5)cc4)n(C4CC4)c3n2)cc1 0.74 0.8528415580009668 0.2909406624985227 0.8528415580009668 0
29 COc1ccc(Nc2ncc3nc(Nc4ccc(Cl)cc4)n(C4CC4)c3n2)cc1 0.75 0.8537612846661398 0.45150598825673904 0.8537612846661398 0
34 Clc1ccc(Nc2nc3cnc(Nc4ccc(-c5ccc(Cl)cc5)cc4)nc3n2C2CC2)cc1 0.74 0.8463492647890509 0.25789973185508064 0.8463492647890509 0
33 c1ccc(Nc2nc3cnc(Nc4ccc(Oc5ccccc5)cc4)nc3n2C2CC2)cc1 0.78 0.8532596291786846 0.30688840067961537 0.8532596291786846 0
30 COc1ccc(Nc2ncc3nc(Nc4ccc(OC)cc4)n(C4CC4)c3n2)cc1 0.81 0.8545594723423819 0.4646380502996704 0.8545594723423819 0
32 Cn1c(Nc2ccccc2Cl)nc2cnc(Nc3ccc(-c4ccc(F)cc4)cc3)nc21 0.77 0.8520270796290151 0.33221667003890704 0.8520270796290151 0
35 COc1ccccc1Nc1nc2cnc(Nc3ccc(Oc4ccccc4)cc3)nc2n1C(C)C 0.74 0.840506079499024 0.26322154783112733 0.840506079499024 0
32 Cn1c(Nc2ccccc2Cl)nc2cnc(Nc3ccc(-c4ccc(Cl)cc4)cc3)nc21 0.76 0.8524542094884031 0.30054325752672273 0.8524542094884031 0
34 Cc1ccccc1Nc1nc2cnc(Nc3ccc(-c4ccc(F)cc4)cc3)nc2n1C1CC1 0.76 0.8445365219763082 0.2990228732464669 0.8445365219763082 0
30 COc1ccc(Nc2ncc3nc(Nc4ccccc4OC)n(C4CC4)c3n2)cc1 0.8 0.8507083671257596 0.46463805029967037 0.8507083671257596 0
29 COc1ccccc1Nc1nc2cnc(Nc3ccc(F)cc3)nc2n1C(C)C 0.76 0.8449558387064771 0.47857474140978334 0.8449558387064771 0
29 COc1ccc(Nc2ncc3nc(Nc4ccccc4Cl)n(C4CC4)c3n2)cc1 0.79 0.849683445838301 0.45150598825673904 0.849683445838301 0
28 Fc1ccc(Nc2ncc3nc(Nc4ccccc4Cl)n(C4CC4)c3n2)cc1 0.76 0.8479051446101314 0.4713622442583685 0.8479051446101314 0
30 Fc1ccc(Nc2ncc3nc(Nc4ccccc4Cl)n(C4CCCC4)c3n2)cc1 0.76 0.8433710087944358 0.3992136172104553 0.8433710087944358 0
25 c1ccc(-c2ccc(Nc3cc(-c4ccccc4)ccn3)cc2)cc1 0.92 0.9241776917068688 0.4865322058255389 0.9241776917068688 1
21 Fc1ccc(Nc2cc(-c3ccc(F)cc3)ccn2)cc1 0.98 0.9179387150059254 0.7480886005193683 0.9179387150059254 1
26 Fc1cccc(-c2ccc(Nc3cc(-c4ccccc4)ccn3)cc2)c1 0.91 0.9099609369571403 0.47149158936476476 0.9099609369571403 0
32 COc1cc(Nc2ccccc2)ccc1Nc1nccc(-c2ccc(S(C)(=O)=O)cc2)n1 0.69 0.8718689665639595 0.41057614249840496 0.8718689665639595 0
25 c1ccc(Nc2ccc(Nc3nccc(-n4cccc4)n3)cc2)cc1 0.6 0.876106101963279 0.5550167635816954 0.876106101963279 0
22 CNc1ccc(Nc2nccc(-c3ccc(O)cc3)n2)cc1 0.71 0.8924675703553177 0.684677542677203 0.8924675703553177 0
21 CNc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.79 0.9093269426429104 0.757768713108817 0.9093269426429104 0
30 COc1cc(NC(=O)c2ccc(F)cc2)ccc1Nc1nccc(-c2cc[nH]c2)n1 0.55 0.8492540788852645 0.4370824132534762 0.8492540788852645 0
32 COc1cccc(-c2ccnc(Nc3ccc(NC(=O)c4ccc(F)cc4)cc3F)n2)c1 0.55 0.8807912073666352 0.42515934439553144 0.8807912073666352 0
32 COc1ccc(-c2ccnc(Nc3ccc(NC(=O)c4ccc(F)cc4)cc3F)n2)cn1 0.55 0.86399438462416 0.4532133042180176 0.86399438462416 0
33 O=C(O)c1ccc(-c2ccnc(Nc3ccc(NC(=O)c4ccc(F)cc4)cc3F)n2)cc1 0.52 0.878552958949218 0.3800087880236278 0.878552958949218 0
30 O=C(Nc1ccc(Nc2nccc(-c3cccnc3)n2)c(F)c1)c1ccc(F)cc1 0.61 0.8767180930320373 0.49979890683316497 0.8767180930320373 0
34 CNC(=O)c1cccc(-c2ccnc(Nc3ccc(NC(=O)c4ccc(F)cc4)cc3F)n2)c1 0.55 0.8683351169666559 0.38582551046160524 0.8683351169666559 0
29 O=C(Nc1ccc(Nc2nccc(-c3ccccc3)n2)cc1)c1ccc(F)cc1 0.69 0.90858198710096 0.4913289508563053 0.90858198710096 0
31 Cc1cc(C(=O)Nc2ccc(F)cc2)ccc1Nc1nccc(-c2ccc(F)cc2)n1 0.58 0.8887601474053614 0.4362822696002784 0.8887601474053614 0
31 Cc1cc(NC(=O)c2ccc(F)cc2)ccc1Nc1nccc(-c2ccc(F)cc2)n1 0.57 0.8881668889783949 0.4362822696002784 0.8881668889783949 0
27 Fc1ccc(-c2ccc(Nc3nccc(-c4ccc(F)cc4)n3)cc2)cc1 0.84 0.9052767756347886 0.4978891960013751 0.9052767756347886 0
30 Cc1cc(NC(=O)c2ccc(F)cc2)ccc1Nc1nccc(-c2ccccc2)n1 0.58 0.896106068275185 0.4600497817412441 0.896106068275185 0
30 Cc1cc(NC(=O)c2ccccc2)ccc1Nc1nccc(-c2ccc(F)cc2)n1 0.57 0.8953173856933988 0.460049781741244 0.8953173856933988 0
23 CC(=O)c1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.71 0.9079153943004987 0.7328830964296281 0.9079153943004987 0
23 NC(=O)c1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.85 0.9053014082865128 0.77565064862791 0.9053014082865128 0
27 Fc1ccc(-c2ccnc(Nc3ccc(Oc4ccccc4)cc3)c2)cc1 0.82 0.9082420726162882 0.4476663777627095 0.9082420726162882 0
21 Fc1ccc(Nc2cc(-c3ccc(F)cc3)ccn2)cc1 0.98 0.9179387150059254 0.7480886005193683 0.9179387150059254 0
25 c1ccc(-c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)cc1 0.88 0.9225339993991764 0.5345098560539518 0.9225339993991764 0
22 O=C(O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.81 0.9188490607399332 0.768033999138487 0.9188490607399332 0
25 c1ccc(-c2ccc(Nc3cc(-c4ccccc4)ccn3)cc2)cc1 0.92 0.9241776917068688 0.4865322058255389 0.9241776917068688 0
32 COc1cccc(-n2c3nc(Nc4ccc(-c5ccccc5)cc4)ncc3c(=O)n2C)n1 0.43 0.8267106197448134 0.460005911565346 0.8267106197448134 1
35 Cn1c(=O)c2cnc(Nc3ccc(N4CCCC4)cc3)nc2n1-c1cccc(-c2ccccc2)n1 0.52 0.8216673031221551 0.4126640532627828 0.8216673031221551 1
34 Cn1c(=O)c2cnc(Nc3ccc(N4CCC4)cc3)nc2n1-c1cccc(-c2ccccc2)n1 0.51 0.8233371435769298 0.43450550739919236 0.8233371435769298 1
34 Cn1c(=O)c2cnc(Nc3ccc(N4CCC4)cc3)nc2n1-c1cccc(-c2ccccc2)n1 0.51 0.8233371435769298 0.43450550739919236 0.8233371435769298 0
35 Cn1c(=O)c2cnc(Nc3ccc(N4CCCC4)cc3)nc2n1-c1cccc(-c2ccccc2)n1 0.52 0.8216673031221551 0.4126640532627828 0.8216673031221551 0
36 Cn1c(=O)c2cnc(Nc3ccc(N4CCCCC4)cc3)nc2n1-c1cccc(-c2ccccc2)n1 0.51 0.8197851720012554 0.3872351206795207 0.8197851720012554 0
30 Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.8801768021390222 0.4946350830573168 0.8801768021390222 1
31 Cc1ccc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1F 0.75 0.8691036219083864 0.46467424543637387 0.8691036219083864 1
36 COc1ccc(-c2ccnc(Nc3cc(C(=O)Nc4cc(F)cc(S(C)(=O)=O)c4)ccc3C)n2)cn1 0.51 0.8327502340081817 0.3774943629585854 0.8327502340081817 0
37 Cc1ccc(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1 0.7 0.832018346291115 0.2822878292832806 0.832018346291115 0
32 COc1ccc(-c2ccnc(Nc3cc(C(=O)Nc4ccccc4F)ccc3C)n2)cn1 0.54 0.8642208060288422 0.4488675314702985 0.8642208060288422 0
43 Cc1ccc(C(=O)Nc2cc(I)cc(N3CCN(c4ccccc4)CC3)c2)cc1Nc1nccc(-c2ccc(F)cc2)n1 0.54 0.8264551462390348 0.17303117343468927 0.8264551462390348 0
37 Cc1ccc(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1Nc1nccc(-c2ccccc2)n1 0.57 0.8461323119371195 0.2699564700330837 0.8461323119371195 0
40 Cc1ccc(C(=O)Nc2cc(Nc3ccccc3)cc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1 0.65 0.8338392425536174 0.19686303526415902 0.8338392425536174 0
38 Cc1ccc(C(=O)Nc2cc(F)cc(-c3cc(Cl)ccc3C)c2)cc1Nc1nccc(-c2cccnc2)n1 0.65 0.8380043860206516 0.23923820197742335 0.8380043860206516 0
40 Cc1ccc(C(=O)Nc2cc(-c3ccccc3C)cc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1 0.62 0.832183640840304 0.22983859450822228 0.832183640840304 0
42 Cc1ccc(C(=O)Nc2cc(-c3ccc(C(N)=O)cc3)cc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1 0.62 0.8253389045709544 0.2026263022192274 0.8253389045709544 0
39 Cc1ccc(C(=O)Nc2cc(-c3cccnc3)cc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1 0.63 0.8282700627393308 0.24944539660188164 0.8282700627393308 0
31 Cc1ccc(C(=O)Nc2ccc(F)c(F)c2)cc1Nc1nccc(-c2cccnc2)n1 0.71 0.8680725069559231 0.47111488296470094 0.8680725069559231 0
30 Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.8801768021390222 0.4946350830573168 0.8801768021390222 0
31 Cc1ccc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1F 0.75 0.8691036219083864 0.46467424543637387 0.8691036219083864 0
31 Cc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)ccc1F 0.73 0.8671096720380318 0.4646742454363741 0.8671096720380318 0
31 c1cn2cc(-c3ccc4c[nH]nc4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1 0.45 0.8009134842702602 0.46738531794023797 0.8009134842702602 1
31 Fc1ccc2ncnc(Nc3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)c2c1 0.68 0.8928489753336615 0.34163608588233063 0.8928489753336615 1
27 COc1ccccc1Oc1ccc(Nc2ncnc3ccc(F)cc23)cc1 0.64 0.8947157240281673 0.5217317741239436 0.8947157240281673 1
24 Fc1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1 0.63 0.9116776359596981 0.5658688702746002 0.9116776359596981 1
27 Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)cc3)c2c1 0.51 0.8841562303572815 0.5059190954820706 0.8841562303572815 0
33 Fc1ccc(Oc2ccc(Nc3ncnc4ccc(OCc5ccccc5)cc34)cc2)cc1 0.53 0.8862911833388102 0.3006235864774261 0.8862911833388102 0
31 Fc1ccccc1-c1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1 0.65 0.8876705472400158 0.34163608588233046 0.8876705472400158 0
25 Fc1ccccc1-c1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1 0.61 0.8984257085667213 0.5051071821500522 0.8984257085667213 0
27 COc1ccc2ncnc(Nc3ccc(Oc4ccccc4F)cc3)c2c1 0.6 0.8934051105909718 0.5217317741239434 0.8934051105909718 0
31 Fc1ccc2ncnc(Nc3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)c2c1 0.68 0.8928489753336615 0.34163608588233063 0.8928489753336615 0
25 Fc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1 0.61 0.9047044942016714 0.5507131509118377 0.9047044942016714 0
27 COc1ccccc1Oc1ccc(Nc2ncnc3ccc(F)cc23)cc1 0.64 0.8947157240281673 0.5217317741239436 0.8947157240281673 0
24 Fc1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1 0.63 0.9116776359596981 0.5658688702746002 0.9116776359596981 0
29 c1ccc(Oc2ccc(Nc3[nH]nc4ncnc(-c5ccccc5)c34)cc2)cc1 0.52 0.8513899571430881 0.4182899539048086 0.8513899571430881 1
29 c1ccc(Oc2ccc(Nc3[nH]nc4ncnc(-c5ccccc5)c34)cc2)cc1 0.52 0.8513899571430881 0.4182899539048086 0.8513899571430881 0
23 COc1ccc(Nc2nc(Nc3ccccc3)ncc2F)cc1 0.6 0.9049762543359857 0.7423816573436289 0.9049762543359857 1
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.84 0.8930635420315812 0.6981404318925082 0.8930635420315812 1
22 Fc1ccc(Nc2nc(Nc3ccccc3)ncc2Cl)cc1 0.69 0.9039288684322406 0.7289143504246572 0.9039288684322406 1
27 Clc1cnc(Nc2ccccc2)nc1Nc1ccc(-c2ccccc2)cc1 0.79 0.902869957231673 0.4322438339909696 0.902869957231673 1
24 COc1ccc(Nc2ncc(C)c(Nc3ccccc3F)n2)cc1 0.74 0.8932503870706002 0.7273454988172873 0.8932503870706002 0
23 COc1ccc(Nc2nc(Nc3ccccc3)ncc2F)cc1 0.6 0.9049762543359857 0.7423816573436289 0.9049762543359857 0
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.84 0.8930635420315812 0.6981404318925082 0.8930635420315812 0
28 Fc1cnc(Nc2cccc(-c3ccccc3)c2)nc1Nc1ccc(Br)cc1 0.72 0.8857214256190955 0.3742194934639559 0.8857214256190955 0
23 Fc1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1F 0.73 0.8911734362585404 0.7134741531129652 0.8911734362585404 0
27 Fc1cnc(Nc2ccccc2)nc1Nc1ccc(-c2ccccc2)cc1 0.68 0.9023697649239806 0.4765146291543231 0.9023697649239806 0
22 Fc1ccc(Nc2nc(Nc3ccccc3)ncc2Cl)cc1 0.69 0.9039288684322406 0.7289143504246572 0.9039288684322406 0
22 Fc1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.71 0.8987389645860868 0.7289143504246572 0.8987389645860868 0
21 Fc1ccccc1Nc1ccnc(Nc2ccccc2)n1 0.59 0.9047795481019674 0.7549981290947186 0.9047795481019674 0
27 Clc1cnc(Nc2ccccc2)nc1Nc1ccc(-c2ccccc2)cc1 0.79 0.902869957231673 0.4322438339909696 0.902869957231673 0
29 Fc1cnc(Nc2cccc(Nc3ccccc3)c2)nc1Nc1ccc(Cl)cc1 0.61 0.8820353807661182 0.3414886761610867 0.8820353807661182 0
26 COC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.7 0.8846745935707969 0.6400828408951085 0.8846745935707969 0
28 Cc1cnc(Nc2ccc(F)cc2)nc1Nc1cccc(-c2ccccc2)c1 0.74 0.8909146713977071 0.44700887924750116 0.8909146713977071 0
25 Cc1ccccc1Nc1nc(Nc2ccc(C(=O)O)cc2)ncc1F 0.61 0.8889368856396967 0.6488441560390292 0.8889368856396967 0
29 Clc1ccccc1Nc1nc(Nc2ccc(Nc3ccccc3)cc2)ncc1Cl 0.79 0.8836610821235842 0.3118875086326447 0.8836610821235842 0
23 Clc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.79 0.8923648115499159 0.6018936947552039 0.8923648115499159 0
29 Clc1ccc(-c2ccc(Nc3ncc(Cl)c(Nc4ccccc4Br)n3)cc2)cc1 0.77 0.8774026766075317 0.30369587425763417 0.8774026766075317 0
29 Fc1ccccc1Nc1nc(Nc2ccc(Nc3ccccc3)cc2)ncc1F 0.75 0.8827360142502813 0.3783090335872201 0.8827360142502813 0
34 Clc1cnc(Nc2ccc(Nc3ccccc3)cc2)nc1Nc1ccc(-c2ccccc2)cc1 0.79 0.8809099962468121 0.22781982566452302 0.8809099962468121 0
29 Fc1cnc(Nc2ccc(Oc3ccccc3)cc2)nc1Nc1ccccc1Br 0.61 0.8780538423045796 0.3435180717594863 0.8780538423045796 0
25 COc1ccc(Nc2ncc(F)c(Nc3ccccc3OC)n2)cc1 0.67 0.8940231532453305 0.7034342958363422 0.8940231532453305 0
29 Fc1ccc(-c2ccc(Nc3ncc(F)c(Nc4ccccc4Cl)n3)cc2)cc1 0.68 0.8835557901606452 0.39219981650583713 0.8835557901606452 0
24 COc1ccc(Nc2ncc(F)c(Nc3ccccc3Br)n2)cc1 0.65 0.8843968753649144 0.6519338171243444 0.8843968753649144 0
29 Fc1ccc(-c2ccc(Nc3ncc(F)c(Nc4ccccc4Br)n3)cc2)cc1 0.65 0.8764534092082644 0.35443828311536063 0.8764534092082644 0
23 Fc1cnc(Nc2ccc(Cl)cc2)nc1Nc1ccccc1Br 0.64 0.8827191239042284 0.6126816413205936 0.8827191239042284 0
26 COc1ccccc1Nc1nc(Nc2ccc(C(C)=O)cc2)ncc1F 0.57 0.8854806226768258 0.643806640716466 0.8854806226768258 0
24 COc1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1F 0.66 0.8931518363459623 0.6981404318925082 0.8931518363459623 0
31 COc1ccc(-c2ccc(Nc3ncc(F)c(Nc4ccccc4OC)n3)cc2)cc1 0.68 0.8833838619928961 0.3976145834752904 0.8833838619928961 0
26 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC 0.61 0.8503844531669577 0.6529251248528741 0.8503844531669577 1
31 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1NC(=O)Oc1ccc(Cl)cc1 0.55 0.8677738034122756 0.3674840220658188 0.8677738034122756 1
27 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CC1 0.59 0.8671064046000938 0.6736748042114302 0.8671064046000938 1
29 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(=O)O 0.58 0.843528399033254 0.5241379842758009 0.843528399033254 0
29 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)N1CC(C)C1 0.56 0.845561067599256 0.647555181616485 0.845561067599256 0
31 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC1 0.53 0.8309546001436341 0.5297435066533265 0.8309546001436341 0
35 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/c1ccc(C2CC2)cc1 0.55 0.8372705742199893 0.28283522075100614 0.8372705742199893 0
28 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CCC1 0.55 0.864530158133879 0.6357655134895939 0.864530158133879 0
26 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC 0.61 0.8503844531669577 0.6529251248528741 0.8503844531669577 0
29 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)N1CC(N)C1 0.57 0.8383886079601298 0.6019767849444122 0.8383886079601298 0
27 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C1CC1 0.59 0.8671064046000938 0.6736748042114302 0.8671064046000938 0
31 COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1NC(=O)Oc1ccc(Cl)cc1 0.55 0.8677738034122756 0.3674840220658188 0.8677738034122756 0
32 COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)Nc1ccc(Cl)cc1 0.53 0.8636804976749889 0.30987562058037915 0.8636804976749889 0
24 Fc1ccc2c(Nc3ccc(-c4ccccc4)cc3)ncnc2c1 0.57 0.909886520033371 0.5658688702746002 0.909886520033371 1
31 Fc1ccccc1-c1ccc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2c1 0.61 0.8863752295142634 0.34163608588233063 0.8863752295142634 1
30 Fc1ccc(-c2ccc3c(Nc4ccc(-c5ccccc5)cc4)ncnc3c2)cn1 0.62 0.8723494424394423 0.36780618051211583 0.8723494424394423 1
31 Fc1ccccc1-c1ccc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2c1 0.61 0.8863752295142634 0.34163608588233063 0.8863752295142634 0
24 Fc1ccc2c(Nc3ccc(-c4ccccc4)cc3)ncnc2c1 0.57 0.909886520033371 0.5658688702746002 0.909886520033371 0
31 Fc1ccc(-c2ccc(Nc3ncnc4cc(-c5ccc(F)cc5)ccc34)cc2)cc1 0.52 0.8890444180180676 0.3477190543795995 0.8890444180180676 0
31 Fc1cccc(-c2ccc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3c2)c1 0.58 0.885773557273461 0.34163608588233063 0.885773557273461 0
31 Nc1ccc(-c2ccc(Nc3ncnc4cc(-c5ccccc5Cl)ccc34)cc2)cc1 0.55 0.8772787375446948 0.30761968994965466 0.8772787375446948 0
31 Fc1ccccc1-c1ccc(Nc2ncnc3cc(-c4ccccc4F)ccc23)cc1 0.58 0.8814951365303243 0.3477190543795995 0.8814951365303243 0
29 c1ccc(-c2ccc(Nc3ncnc4cc(-c5ccccc5)ccc34)cc2)cc1 0.55 0.9049369067452102 0.3804339498375937 0.9049369067452102 0
32 Fc1ccc(Cl)c(-c2ccc3c(Nc4ccc(Oc5ccccc5)cc4)ncnc3c2)c1 0.54 0.8753544963440777 0.3043720772297916 0.8753544963440777 0
30 Fc1ccc(-c2ccc3c(Nc4ccc(-c5ccccc5)cc4)ncnc3c2)cn1 0.62 0.8723494424394423 0.36780618051211583 0.8723494424394423 0
20 Fc1ccc(Nc2cc(-c3ccccc3)ccn2)cc1 0.97 0.9275930443191029 0.7455607974810464 0.9275930443191029 1
29 c1cc(-c2ccc(N3CCCC3)cc2)nc(Nc2ccc(N3CCCC3)cc2)n1 0.88 0.8811613099282342 0.6628471634460484 0.8811613099282342 0
25 c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1 0.95 0.8986981019632793 0.7720413929018923 0.8986981019632793 0
26 c1ccc(Nc2ccc(-c3ccnc(Nc4ccccc4)c3)cc2)cc1 0.92 0.9138704249050895 0.4526931289881082 0.9138704249050895 0
26 Brc1ccc(-c2ccnc(Nc3ccc(-c4ccccc4)cc3)n2)cc1 0.83 0.9089389589351621 0.4343379881396256 0.9089389589351621 0
31 Nc1ccc(Nc2nccc(-c3ccc(C(=O)Nc4ccc(F)c(F)c4)cc3)n2)cc1 0.67 0.8801437256248944 0.39753141569350753 0.8801437256248944 0
27 Clc1ccc(-c2ccnc(Nc3ccc(Nc4ccccc4)cc3)n2)cc1 0.77 0.9051976495393652 0.43224383399096955 0.9051976495393652 0
35 NS(=O)(=O)c1ccc(-c2ccnc(Nc3ccc(-c4ccc(-c5ccccc5)cc4)cc3)n2)cc1 0.88 0.8790959739183302 0.31809794754789444 0.8790959739183302 0
23 NC(=O)c1ccc(-c2ccnc(Nc3ccc(N)cc3)n2)cc1 0.85 0.8949780982632025 0.642116576341439 0.8949780982632025 0
21 Brc1ccc(Nc2cc(-c3ccc(Br)cc3)ccn2)cc1 0.85 0.9057112244636808 0.5779989450848285 0.9057112244636808 0
26 Nc1ccc(Nc2nccc(-c3ccc(-c4ccccc4)cc3)n2)cc1 0.85 0.9049337641299674 0.5059491053812604 0.9049337641299674 0
23 c1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)c2)cc1 0.91 0.9115769533297049 0.7566394930388597 0.9115769533297049 0
25 c1ccc(-c2ccc(Nc3nccc(-c4ccccc4)n3)cc2)cc1 0.88 0.9225339993991764 0.5345098560539518 0.9225339993991764 0
31 c1ccc(-c2ccc(Nc3nccc(-c4ccc(-c5ccccc5)cc4)n3)cc2)cc1 0.88 0.9111984287106049 0.33889055224820697 0.9111984287106049 0
25 c1ccc(-c2ccc(Nc3cc(-c4ccccc4)ccn3)cc2)cc1 0.92 0.9241776917068688 0.4865322058255389 0.9241776917068688 0
26 Fc1ccc(-c2ccc(Nc3cc(-c4ccccc4)ccn3)cc2)cc1 0.97 0.9153833145795177 0.47149158936476476 0.9153833145795177 0
20 Fc1ccc(Nc2cc(-c3ccccc3)ccn2)cc1 0.97 0.9275930443191029 0.7455607974810464 0.9275930443191029 0
21 COc1ccc(OC)c(/C=C2/C(=O)Nc3ccccc32)c1 0.51 0.8914975464477075 0.8788486956179424 0.8914975464477075 1
19 COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1 0.44 0.9079291694452168 0.8323372385397101 0.9079291694452168 1
19 COc1ccccc1/C=C1\C(=O)Nc2ccccc21 0.48 0.9016757428717901 0.8323372385397101 0.9016757428717901 1
21 COc1ccc(OC)c(/C=C2/C(=O)Nc3ccccc32)c1 0.51 0.8914975464477075 0.8788486956179424 0.8914975464477075 0
30 O=c1cc(-c2ccnc(Nc3ccccc3)c2)ccn1Cc1cc2ccccc2[nH]1 0.64 0.8446626662942391 0.43297577642554247 0.8446626662942391 1
27 O=c1cc(-c2ccnc(Nc3ccccc3)c2)ccn1Cc1ccccc1 0.56 0.8837249572316728 0.565504120176315 0.8837249572316728 1
34 O=c1cc(-c2ccnc(Nc3ccccc3)c2)ccn1Cc1ccc(-c2ccccc2)c(F)c1 0.58 0.8580134341752204 0.3228295489996032 0.8580134341752204 1
35 O=c1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1Cc1ccc(-c2ccccc2)c(F)c1 0.63 0.8516650538579982 0.30552158410352354 0.8516650538579982 1
33 NC(=O)c1ccc(Nc2cc(-c3ccn(C(CO)c4ccc(F)cc4)c(=O)c3)ccn2)cc1 0.57 0.7820856601072959 0.4043155154307217 0.7820856601072959 0
30 O=c1cc(-c2ccnc(Nc3ccccc3)c2)ccn1Cc1cc2ccccc2[nH]1 0.64 0.8446626662942391 0.43297577642554247 0.8446626662942391 0
27 O=c1cc(-c2ccnc(Nc3ccccc3)c2)ccn1Cc1ccccc1 0.56 0.8837249572316728 0.565504120176315 0.8837249572316728 0
33 C[C@H](c1ccc(F)c(F)c1)n1ccc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)cc1=O 0.61 0.7780519220082867 0.4645189728129981 0.7780519220082867 0
35 O=c1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1Cc1ccc(-c2ccccc2)c(F)c1 0.63 0.8516650538579982 0.30552158410352354 0.8516650538579982 0
