size smiles jnk3 qed qed sa max_or_val 
26 [O-]c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1 0.9 0.7844492782456928 0.7844492782456928 0.832933164729368 1
25 c1cncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1 0.88 0.7913650761487764 0.7913650761487764 0.8776712301684074 1
23 NC(=O)c1ccc(-c2ccnc(Nc3ccc(F)cc3)n2)cc1 0.85 0.77565064862791 0.77565064862791 0.9053014082865128 0
24 c1cc(-c2ccoc2)nc(Nc2ccc(N3CCOCC3)cc2)n1 0.8 0.7948442672893568 0.7948442672893568 0.8563354576763227 0
25 CC#CC(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.71 0.713996435130756 0.713996435130756 0.8611734430240447 0
26 [O-]c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1 0.87 0.7822817759159816 0.7822817759159816 0.831332165728369 0
25 c1cncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1 0.88 0.7913650761487764 0.7913650761487764 0.8776712301684074 0
25 N#Cc1ccc(Nc2nccc(-c3ccc(S(N)(=O)=O)cc3)n2)cc1 0.89 0.7441070244567904 0.7441070244567904 0.8790900817393718 0
21 Fc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.85 0.7837517154076079 0.7837517154076079 0.9159177818407301 0
26 Cc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cn1 0.9 0.7800785262771122 0.7800785262771122 0.8699785193747227 0
26 [O-]c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1 0.9 0.7844492782456928 0.7844492782456928 0.832933164729368 0
22 COc1cc(/C=C2/C(=O)Nc3ccccc32)cc(OC)c1F 0.47 0.8843051732320178 0.8843051732320178 0.8653671593751687 1
21 COc1cc(/C=C2\C(=O)Nc3ccccc32)cc(OC)c1 0.59 0.8788486956179424 0.8788486956179424 0.8846837002938616 1
21 COc1cc(/C=C2\C(=O)Nc3ccccc32)cc(OC)c1 0.59 0.8788486956179424 0.8788486956179424 0.8846837002938616 0
25 CC(C)(C)Cn1ccc(-c2ccnc(NC3CCOCC3)n2)cc1=O 0.53 0.9250287520446547 0.9250287520446547 0.8126597458780497 1
24 CC(C)=CCn1ccc(-c2ccnc(N[C@@H]3CCOC3)c2)cc1=O 0.58 0.858483875362072 0.858483875362072 0.7559481134901882 1
25 CC(=O)N1CC(Cn2ccc(-c3ccnc(NC4CC4)n3)cc2=O)C1 0.57 0.8895473366979957 0.8895473366979957 0.8158630983002754 1
31 Cn1cc(Nc2cc(-c3ccn(C(CO)c4ccccc4C#N)c(=O)c3)ccn2)cn1 0.55 0.5040817965278368 0.5040817965278368 0.7373401480724411 0
31 CN(C)C1CCC(Nc2nccc(-c3ccn(Cc4ncccc4F)c(=O)c3)n2)CC1 0.51 0.6576769527110732 0.6576769527110732 0.8056699140432177 0
25 CC(C)=CCn1ccc(-c2ccnc(NC3CCOCC3)n2)cc1=O 0.58 0.8477715615627294 0.8477715615627294 0.8061817002538773 0
25 CC(F)(F)Cn1ccc(-c2ccnc(NC3CCOCC3)n2)cc1=O 0.53 0.8974848172723585 0.8974848172723585 0.7959511868314624 0
24 O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1CC(F)F 0.51 0.9060987547487371 0.9060987547487371 0.8035763625444015 0
25 CC(C)(C)Cn1ccc(-c2ccnc(NC3CCOCC3)n2)cc1=O 0.53 0.9250287520446547 0.9250287520446547 0.8126597458780497 0
24 CC(C)=CCn1ccc(-c2ccnc(N[C@@H]3CCOC3)c2)cc1=O 0.58 0.858483875362072 0.858483875362072 0.7559481134901882 0
27 CC(=O)N1CC(Cn2ccc(-c3ccnc(N[C@@H]4CCOC4)c3)cc2=O)C1 0.51 0.8673403877255516 0.8673403877255516 0.7536267885680833 0
25 CC(=O)N1CC(Cn2ccc(-c3ccnc(NC4CC4)n3)cc2=O)C1 0.57 0.8895473366979957 0.8895473366979957 0.8158630983002754 0
28 Fc1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1 0.47 0.7252916668935859 0.7252916668935859 0.7979167589112345 1
22 COc1cc(Cc2cnc(N)nc2N)ccc1OC(C)(C)C 0.4 0.900019174316752 0.900019174316752 0.8498449261245484 1
24 O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2ccncc12 0.44 0.7494762486169588 0.7494762486169588 0.843587858380194 1
23 CN(C)C(=O)c1ccc2ncnc(Nc3ccc(F)cc3)c2c1 0.47 0.8067864037756521 0.8067864037756521 0.8916079279207246 1
24 CN(C)C(=O)c1ccc2ncnc(Nc3ccc(F)c(F)c3)c2c1 0.51 0.800894131963497 0.800894131963497 0.8768977455957001 1
23 Fc1ccc2ncnc(Nc3ccc(C4=NCC=N4)cc3)c2c1 0.46 0.8069139797660477 0.8069139797660477 0.8184104374926007 1
21 CS(=O)c1ccc(Nc2ncnc3ccc(F)cc23)cc1 0.48 0.8065730196506261 0.8065730196506261 0.8122978035250438 1
24 CN(C)C(=O)c1ccc2ncnc(Nc3ccc(F)c(F)c3)c2c1 0.51 0.800894131963497 0.800894131963497 0.8768977455957001 0
28 CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1 0.74 0.5241908173512972 0.5241908173512972 0.8117747089211592 1
28 CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1 0.74 0.5241908173512972 0.5241908173512972 0.8117747089211592 0
35 CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.89 0.4058424794083466 0.4058424794083466 0.5607049273584147 1
38 O=c1c2cnc(Nc3ccc(-n4nccn4)cc3)nc2n2c3ccccc3nc2n1-c1c(F)cccc1F 0.39 0.38077458204661574 0.38077458204661574 0.7878495264327646 1
38 Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(-n4cnnn4)cc3)nc2n2c3ccccc3nc12 0.32 0.3861144531329347 0.3861144531329347 0.7997138368970751 1
26 N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.97 0.6365290105781194 0.6365290105781194 0.8660423690385723 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.644469381672002 0.8815416527036185 1
22 CS(=O)(=O)c1ccccc1Nc1nc(NC2CC2)ncc1Cl 0.59 0.8717275030127688 0.8717275030127688 0.8568187722783944 1
25 NC(=O)c1ncccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.82 0.6461082745962857 0.6461082745962857 0.8573680882399132 1
24 NC(=O)c1ncccc1Nc1nc(NC2CCOCC2)ncc1Cl 0.67 0.7559670947986346 0.7559670947986346 0.8251010002255609 1
26 N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.97 0.6365290105781194 0.6365290105781194 0.8660423690385723 0
31 CN(C)C(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC3)cc2)ncc1F 0.81 0.615652193057986 0.615652193057986 0.8578049183647389 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.644469381672002 0.8815416527036185 0
30 NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1F 0.91 0.5756684396914953 0.5756684396914953 0.858711726984292 0
22 CS(=O)(=O)c1ccccc1Nc1nc(NC2CC2)ncc1Cl 0.59 0.8717275030127688 0.8717275030127688 0.8568187722783944 0
24 NC(=O)c1ncccc1Nc1nc(NC2CCOCC2)ncc1Cl 0.67 0.7559670947986346 0.7559670947986346 0.8251010002255609 0
25 NC(=O)c1ncccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.82 0.6461082745962857 0.6461082745962857 0.8573680882399132 0
26 NC(=O)c1ncccc1Nc1nc(Nc2ccc(F)c(F)c2)ncc1Cl 0.75 0.6299253520632285 0.6299253520632285 0.8442976249267049 0
26 COc1ccc(Nc2ncc(Cl)c(Nc3cccnc3C(N)=O)n2)cc1 0.72 0.6100957526552392 0.6100957526552392 0.85995151664772 0
27 O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1 0.65 0.48753390702796573 0.48753390702796573 0.7855391880009035 1
25 c1cncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1 0.88 0.7913650761487764 0.7913650761487764 0.8776712301684074 1
25 c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1 0.9 0.7888969157517117 0.7888969157517117 0.8970544096555868 1
30 CN(C)C(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)c(Cl)c1 0.72 0.5273282469620147 0.5273282469620147 0.8504912695577688 0
27 N#Cc1cccc(-c2ccnc(Nc3ccc(N4CC[C@@H](N)C4)cc3)n2)c1 0.76 0.7452731543404337 0.7452731543404337 0.8083130567303007 0
30 NC1CCN(c2ccc(Nc3nccc(-c4cnc5c(F)cccn45)n3)cc2)CC1 0.68 0.5416514430011526 0.5416514430011526 0.8211054493538763 0
24 Fc1ccc(Nc2ncc(F)c(-c3ccc4cc[nH]c4c3)n2)cc1 0.67 0.577247512058217 0.577247512058217 0.8573001402160053 0
28 OC1CN(c2ccc(Nc3nccc(-c4cnc5c(F)cccn45)n3)cc2)C1 0.66 0.5702856094110935 0.5702856094110935 0.8233976422359623 0
26 NC1CCN(c2ccc(Nc3ncc(Cl)c(NC4CCC4)n3)cc2)CC1 0.63 0.7410846753002409 0.7410846753002409 0.8476517661279692 0
29 Cc1cccn2c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cnc12 0.75 0.5771019327152734 0.5771019327152734 0.8405354817868486 0
27 COc1cc(N2CCOCC2)ccc1Nc1nccc(-c2cnccn2)n1 0.58 0.7391803775743889 0.7391803775743889 0.8452284187701343 0
27 COc1cc(N2CCOCC2)ccc1Nc1nccc(-c2cccnc2)n1 0.65 0.746485376620314 0.746485376620314 0.8618722649239806 0
27 N#Cc1cc(N2CCOCC2)ccc1Nc1nccc(-c2ccccc2)n1 0.61 0.7690241727433705 0.7690241727433705 0.8613570726162882 0
29 COc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)c(OC)c3)n2)cn1 0.67 0.6840767016238869 0.6840767016238869 0.8519294984131771 0
25 c1cnc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cn1 0.75 0.78537822848028 0.78537822848028 0.8599177942709714 0
25 c1cncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1 0.88 0.7913650761487764 0.7913650761487764 0.8776712301684074 0
25 c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1 0.9 0.7888969157517117 0.7888969157517117 0.8970544096555868 0
32 O=C([O-])c1cccc(-c2cccc3cnc(Nc4ccc(N5CCCC5)c(F)c4)nc23)c1 0.55 0.5155480683954475 0.5155480683954475 0.81838787367368 1
27 NCCc1ccc(Nc2ncc3cccc(-c4ccccc4)c3n2)c(F)c1 0.5 0.5435997169787923 0.5435997169787923 0.86747482821512 1
35 CN1CCN(c2ccc(Nc3ncc4cccc(-c5cccc(C(=O)N(C)C)c5)c4n3)cc2)CC1 0.72 0.467487101409949 0.467487101409949 0.8453922345398674 1
32 O=C([O-])c1cccc(-c2cccc3cnc(Nc4ccc(N5CCCC5)c(F)c4)nc23)c1 0.55 0.5155480683954475 0.5155480683954475 0.81838787367368 0
33 Cc1cncc2c(Nc3ccc(Oc4cc(F)ccn4)cc3)nc(NC3CCOCC3)nc12 0.5 0.4276496666584739 0.4276496666584739 0.7994383859153206 1
23 C1=C(c2ccc(Nc3ncnc4ccncc34)cc2)CCOC1 0.49 0.8012551212666773 0.8012551212666773 0.8278926822299605 1
30 CS(=O)(=O)c1ccc(Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1 0.76 0.4789221612930137 0.4789221612930137 0.8665044767632486 1
25 Cc1ccc(NS(C)(=O)=O)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.7302316988799818 0.7302316988799818 0.8659932236678655 1
28 Cc1ccc(Nc2ncc(F)cn2)cc1Nc1nccc(-c2cccnc2)n1 0.75 0.5401078926786207 0.5401078926786207 0.8437079171763185 1
27 Cc1ccc(Nc2cnccn2)cc1Nc1nccc(-c2cccnc2)n1 0.7 0.5563719872852229 0.5563719872852229 0.8493461110778266 1
25 Cc1ccc(NS(C)(=O)=O)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.7302316988799818 0.7302316988799818 0.8659932236678655 0
29 Cc1ccc(NC(=O)C(C)C(F)(F)F)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.6462977267618288 0.6462977267618288 0.7844411632330974 0
27 Cc1ccc(NC(=O)C(F)(F)F)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.7200423962493493 0.7200423962493493 0.8552387932640614 0
26 C/C=C/C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1 0.64 0.680477289090164 0.680477289090164 0.8531734071536103 0
26 CC(N)C(=O)Nc1ccc(F)c(Nc2nccc(-c3cccnc3)n2)c1 0.68 0.6518510578618917 0.6518510578618917 0.8135936794769617 0
29 Cc1ccc(Nc2cc(C#N)ccn2)cc1Nc1nccc(-c2cccnc2)n1 0.68 0.5225292887653605 0.5225292887653605 0.8406286839335392 0
23 O=CNc1ccc(F)c(Nc2nccc(-c3cccnc3)n2)c1 0.68 0.7082565117933072 0.7082565117933072 0.8506961165633106 0
27 Cc1ccc(Nc2ccccc2)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.5073299762111937 0.5073299762111937 0.8817688033855189 0
28 Cc1ccc(Nc2ncc(F)cn2)cc1Nc1nccc(-c2cccnc2)n1 0.75 0.5401078926786207 0.5401078926786207 0.8437079171763185 0
27 Cc1ccc(Nc2cnccn2)cc1Nc1nccc(-c2cccnc2)n1 0.7 0.5563719872852229 0.5563719872852229 0.8493461110778266 0
22 NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.88 0.7736673533089602 0.7736673533089602 0.91432213766301 1
24 [O-]c1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.84 0.8004949873839351 0.8004949873839351 0.83768541494128 1
24 CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.91 0.744631479983182 0.744631479983182 0.8990998853983593 1
22 NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.88 0.7736673533089602 0.7736673533089602 0.91432213766301 0
22 CS(=O)(=O)c1ccc(Nc2nccc(-c3cc[nH]c3)n2)cc1 0.77 0.7726379581212856 0.7726379581212856 0.8454734731330953 0
25 c1ccc(Nc2nccc(-c3ccc(N4CCOCC4)cc3)n2)cc1 0.78 0.7888969157517117 0.7888969157517117 0.8961854865786637 0
28 N#Cc1ccc(Nc2nccc(-c3ccc(C(=O)N4CCCC4)cc3)n2)cc1 0.76 0.7517177175865113 0.7517177175865113 0.8814000372513655 0
27 O=Cc1ccc(-c2ccnc(Nc3ccc(C(=O)N4CCC4)cc3)n2)cc1 0.68 0.7061613651878118 0.7061613651878118 0.881724991748438 0
30 O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1)[C@@H]1CCN1 0.65 0.5883866321935354 0.5883866321935354 0.8189925234073397 0
24 CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.91 0.744631479983182 0.744631479983182 0.8990998853983593 0
25 Fc1cc(-c2ccnc(Nc3ccc(N4CCCC4)cc3)n2)ccn1 0.81 0.729887005693544 0.729887005693544 0.8661373424345195 0
28 CS(=O)(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCCC4)cc3)n2)cc1 0.82 0.7075566203196083 0.7075566203196083 0.8815535776585646 0
24 [O-]c1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.84 0.8004949873839351 0.8004949873839351 0.83768541494128 0
23 CS(=O)(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.7 0.7966994243525549 0.7966994243525549 0.905822620407725 0
26 CN1CCN(c2ccc(-c3ccnc(Nc4ccccc4)n3)cc2)CC1 0.74 0.7820297811645504 0.7820297811645504 0.8949781197743231 0
22 CN(C)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.66 0.7895387536123151 0.7895387536123151 0.906852666509164 0
25 c1ccc(Nc2nccc(-c3ccc(N4CCNCC4)cc3)n2)cc1 0.75 0.7681721458890008 0.7681721458890008 0.8865686660658432 0
20 Fc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.73 0.7766543901704424 0.7766543901704424 0.9243990417115412 0
19 c1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.75 0.7626630429862935 0.7626630429862935 0.9343604637649321 0
23 NS(=O)(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.74 0.7675049207830676 0.7675049207830676 0.9032193570044613 0
22 NC(=O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.76 0.7736673533089602 0.7736673533089602 0.9133038684322405 0
23 c1ccc(Nc2nccc(-c3ccc(N4CCC4)cc3)n2)cc1 0.78 0.7876043943907413 0.7876043943907413 0.9088056863613789 0
22 Cc1ncc(F)cc1-c1ccc2nc(NC3CC3)ncc2c1 0.62 0.7996858359887349 0.7996858359887349 0.844993619653242 1
22 Fc1ccc(-c2ccc3nc(NC4CC4)ncc3c2)c(F)c1 0.62 0.7889006433895485 0.7889006433895485 0.8726590653186876 1
29 COc1ccc(C(N)=O)c(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1F 0.51 0.5323550591593833 0.5323550591593833 0.8565897590030479 0
28 COc1cc(OC)c(F)c(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.61 0.5197455251294456 0.5197455251294456 0.8654874807924678 0
29 COc1cc(OC)c(C#N)c(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.59 0.5271373119836623 0.5271373119836623 0.8561997462046015 0
27 COc1cc(OC)cc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.61 0.5410779165019278 0.5410779165019278 0.8847501933563078 0
27 COc1cc(F)cc(-c2ccc3nc(Nc4ncccn4)ncc3c2)c1F 0.62 0.5865539005630744 0.5865539005630744 0.8320320923401542 0
27 N#Cc1cc(F)c(F)c(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.61 0.5473691482281808 0.5473691482281808 0.8532123684742763 0
22 Fc1ccc(F)c(-c2ccc3nc(NC4CC4)ncc3c2)c1 0.62 0.7889006433895485 0.7889006433895485 0.8698358662954886 0
22 Fc1ccc(-c2ccc3nc(NC4CC4)ncc3c2)c(F)c1 0.62 0.7889006433895485 0.7889006433895485 0.8726590653186876 0
22 Cc1ncc(F)cc1-c1ccc2nc(NC3CC3)ncc2c1 0.62 0.7996858359887349 0.7996858359887349 0.844993619653242 0
34 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1 0.76 0.34297263045705784 0.34297263045705784 0.8217698140810289 1
30 O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12 0.45 0.37425065545818476 0.37425065545818476 0.827222562577731 1
29 CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1 0.59 0.4874373998840835 0.4874373998840835 0.8180034754071256 1
25 CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1 0.65 0.5458796961954645 0.5458796961954645 0.899019948117125 1
25 CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1 0.65 0.5458796961954645 0.5458796961954645 0.899019948117125 0
29 CS(=O)(=O)[C@H]1CC[C@H](Nc2nc(Nc3ccc([O-])cc3)ncc2C(F)(F)F)CC1 0.55 0.7521366862121627 0.7521366862121627 0.7685438762412313 1
29 NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(Cl)cc3)ncc2C(F)(F)F)[C@H]2CC[C@@H]1O2 0.57 0.6760945739103283 0.6760945739103283 0.6086993544301958 1
30 CC1(c2ccc(Nc3ncc(C(F)(F)F)c(Nc4ccccc4F)n3)cc2)COC1 0.63 0.5428892337747562 0.5428892337747562 0.8209400647384916 1
29 CS(=O)(=O)[C@H]1CC[C@H](Nc2nc(Nc3ccc([O-])cc3)ncc2C(F)(F)F)CC1 0.55 0.7521366862121627 0.7521366862121627 0.7685438762412313 0
29 NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(Cl)cc3)ncc2C(F)(F)F)[C@H]2CC[C@@H]1O2 0.57 0.6760945739103283 0.6760945739103283 0.6086993544301958 0
30 CC1(c2ccc(Nc3ncc(C(F)(F)F)c(Nc4ccccc4F)n3)cc2)COC1 0.63 0.5428892337747562 0.5428892337747562 0.8209400647384916 0
33 Cc1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccnc3N(C)S(C)(=O)=O)n2)cc1C 0.51 0.5212491611716676 0.5212491611716676 0.8134944137591833 0
26 CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC1 0.32 0.7844007688273853 0.7844007688273853 0.8351590481792515 1
26 Cn1cc(Nc2cc(Nc3ccc(N4CCOCC4)cc3)ccn2)cn1 0.85 0.7368453120365194 0.7368453120365194 0.8503317661279693 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.99 0.6167643952262964 0.6167643952262964 0.8821011326602817 1
26 N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.97 0.6365290105781194 0.6365290105781194 0.8660423690385723 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.644469381672002 0.8815416527036185 1
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.84 0.6981404318925082 0.6981404318925082 0.8930635420315812 0
26 N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.97 0.6365290105781194 0.6365290105781194 0.8660423690385723 0
29 NC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2)ccn1 0.94 0.5975284349849366 0.5975284349849366 0.8663970097253944 0
32 CN(C)C(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1F 0.85 0.6104622847677734 0.6104622847677734 0.8501596020154645 0
28 Fc1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1F 0.83 0.6923748098490761 0.6923748098490761 0.8676615757129041 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.99 0.6167643952262964 0.6167643952262964 0.8821011326602817 0
26 Cn1cc(Nc2cc(Nc3ccc(N4CCOCC4)cc3)ccn2)cn1 0.85 0.7368453120365194 0.7368453120365194 0.8503317661279693 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.644469381672002 0.8815416527036185 0
23 C/C=C/c1ccc2c(c1)C(=Cc1ccc([O-])c(OC)c1)C(=O)N2 0.48 0.8851028838279354 0.8851028838279354 0.7874973953763459 1
23 COc1ccc(C=C2C(=O)Nc3ccc(C#N)cc32)c(OC)c1 0.48 0.8846406654287569 0.8846406654287569 0.8612275728911387 1
23 COc1cc(OC)c(C=C2C(=O)Nc3ccccc32)c(OC)c1 0.73 0.8810126211958613 0.8810126211958613 0.8685224841337423 1
21 Cc1cc(C)c(C=C2C(=O)Nc3ccc(S(C)=O)cc32)[nH]1 0.56 0.8377658141264986 0.8377658141264986 0.7386652217390137 0
24 C/C=C/c1ccc2c(c1)C(=Cc1cc(OC)cc(OC)c1)C(=O)N2 0.56 0.8573432841345044 0.8573432841345044 0.8436634239910538 0
21 COc1cc(C=C2C(=O)Nc3ccccc32)cc(OC)c1 0.59 0.8788486956179424 0.8788486956179424 0.8846837002938616 0
25 COc1cc(OC)c(C=C2C(=O)Nc3ccc(C#N)cc32)c(OC)c1 0.53 0.8679745738273683 0.8679745738273683 0.8419376037947808 0
26 COc1cc(C=C2C(=O)Nc3ccc(OC(C)(C)C)cc32)cc(OC)c1 0.55 0.82925415988598 0.82925415988598 0.849177278948482 0
26 C/C=C/c1ccc2c(c1)C(=Cc1c(OC)cc(OC)cc1OC)C(=O)N2 0.62 0.8188840094169267 0.8188840094169267 0.830529237150098 0
23 COc1cc(OC)c(C=C2C(=O)Nc3ccccc32)c(OC)c1 0.73 0.8810126211958613 0.8810126211958613 0.8685224841337423 0
26 COc1cc(OC)c(C=C2C(=O)Nc3ccc(S(C)=O)cc32)c(OC)c1 0.61 0.8159920689274561 0.8159920689274561 0.7673959548292372 0
25 COc1cc(OC)c(C=C2C(=O)Nc3ccc(OC)cc32)c(OC)c1 0.62 0.8461015495942981 0.8461015495942981 0.859262438959616 0
39 Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1 0.71 0.30878428664193475 0.30878428664193475 0.832098496805265 1
32 COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC 0.67 0.38787036915829415 0.38787036915829415 0.8453124503377106 1
34 CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1 0.74 0.45729335341237065 0.45729335341237065 0.747018369021523 1
24 Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1 0.67 0.5003390334672705 0.5003390334672705 0.8372342061500712 1
24 Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1 0.67 0.5003390334672705 0.5003390334672705 0.8372342061500712 0
23 [O-]c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.82 0.7607055891279426 0.7607055891279426 0.8239401029252073 1
29 CN(C)Cc1cccc(Nc2ncc(Cl)c(Nc3ccc(N4CCC4)cc3)n2)c1 0.56 0.5801602889039742 0.5801602889039742 0.8621373030252908 0
27 CNc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N(C)C)cc2F)n1 0.67 0.5616853426713971 0.5616853426713971 0.8423815058146688 0
32 COc1cc(Nc2cc(Nc3ccc(N4CCOCC4=O)cc3)ccn2)ccc1C(N)=O 0.68 0.5239489285879072 0.5239489285879072 0.8375131137211499 0
29 COc1cc(C(N)=O)ccc1Nc1cc(Nc2ccc(N3CCC3)cc2)ccn1 0.69 0.5677840056095589 0.5677840056095589 0.8677851250827511 0
31 COc1cc(F)ccc1Nc1nc(Nc2ccc(N3CCOCC3)c(F)c2)ncc1Cl 0.66 0.5650874380318528 0.5650874380318528 0.8451361197476257 0
30 CNC(=O)c1ccc(Nc2nc(Nc3ccc(OC)c(F)c3)ncc2Cl)c(OC)c1 0.69 0.5169977913137372 0.5169977913137372 0.8580501379985649 0
33 CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc(F)c4F)n3)cc2F)CC1 0.66 0.5557192779233827 0.5557192779233827 0.8354446260558474 0
32 CC(=O)N1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4F)n3)cc2F)CC1 0.71 0.5834538788220475 0.5834538788220475 0.8495898805997564 0
