size smiles jnk3 qed sa qed sa max_or_val 
29 CN(C)C(=O)c1ccc(Nc2ncnc3cc(Oc4ccccc4)ccc23)cc1 0.53 0.5317829974187235 0.8843437022485572 0.5317829974187235 0.8843437022485572 0
23 COc1ccc(-c2ccnc(Nc3ccc(C#N)cc3)n2)cc1 0.72 0.7940574796578045 0.8995624770684769 0.7940574796578045 0.8995624770684769 1
21 Fc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.85 0.7837517154076079 0.9159177818407301 0.7837517154076079 0.9159177818407301 1
25 c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1 0.9 0.7888969157517117 0.8970544096555868 0.7888969157517117 0.8970544096555868 1
23 N#Cc1ccc(Nc2nccc(-c3ccc(C#N)cc3)n2)cc1 0.87 0.7974363248997642 0.880672924829671 0.7974363248997642 0.880672924829671 1
21 Fc1ccc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc1 0.74 0.7628118862403356 0.9165689798230754 0.7628118862403356 0.9165689798230754 1
21 N#Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.84 0.7882008929093238 0.9064587044295107 0.7882008929093238 0.9064587044295107 1
22 N#Cc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.8 0.7943637961399361 0.8976360799707022 0.7943637961399361 0.8976360799707022 1
23 COc1ccc(-c2ccnc(Nc3ccc(C#N)cc3)n2)cc1 0.72 0.7940574796578045 0.8995624770684769 0.7940574796578045 0.8995624770684769 0
25 c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1 0.9 0.7888969157517117 0.8970544096555868 0.7888969157517117 0.8970544096555868 0
22 N#Cc1ccc(Nc2cc(-c3ccccc3F)ccn2)cc1 0.87 0.7717538323368291 0.8939033876630101 0.7717538323368291 0.8939033876630101 0
21 Fc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.85 0.7837517154076079 0.9159177818407301 0.7837517154076079 0.9159177818407301 0
23 N#Cc1ccc(Nc2nccc(-c3ccc(C#N)cc3)n2)cc1 0.87 0.7974363248997642 0.880672924829671 0.7974363248997642 0.880672924829671 0
21 Fc1ccc(Nc2nccc(-c3ccc(Cl)cc3)n2)cc1 0.74 0.7628118862403356 0.9165689798230754 0.7628118862403356 0.9165689798230754 0
22 N#Cc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.8 0.7943637961399361 0.8976360799707022 0.7943637961399361 0.8976360799707022 0
22 N#Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1 0.74 0.7943637961399361 0.8907329549707025 0.7943637961399361 0.8907329549707025 0
21 N#Cc1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.84 0.7882008929093238 0.9064587044295107 0.7882008929093238 0.9064587044295107 0
21 COc1ccc(/C=C2/C(=O)Nc3ccccc32)cc1OC 0.42 0.8788486956179424 0.8992406233707846 0.8788486956179424 0.8992406233707846 1
21 COc1ccc(OC)c(/C=C2/C(=O)Nc3ccccc32)c1 0.51 0.8788486956179424 0.8914975464477075 0.8788486956179424 0.8914975464477075 1
21 COc1ccc(/C=C2/C(=O)Nc3ccccc32)c(OC)c1 0.51 0.8788486956179424 0.8904167772169385 0.8788486956179424 0.8904167772169385 0
21 COc1ccc(OC)c(/C=C2/C(=O)Nc3ccccc32)c1 0.51 0.8788486956179424 0.8914975464477075 0.8788486956179424 0.8914975464477075 0
26 O=c1cc(-c2ccnc(NC3CC3)n2)ccn1Cc1ccc(F)cc1F 0.53 0.764368359798116 0.8426022442984475 0.764368359798116 0.8426022442984475 1
26 Cc1ccc(Cn2ccc(-c3ccnc(NC4CC4)n3)cc2=O)cc1F 0.51 0.7663457853023327 0.8466502692464724 0.7663457853023327 0.8466502692464724 1
27 Cc1ccc(Cn2ccc(-c3ccnc(NC4CCC4)n3)cc2=O)cc1F 0.52 0.74874053346106 0.8447392953935109 0.74874053346106 0.8447392953935109 1
29 Cc1ccc(Cn2ccc(-c3ccnc(NC4CCCCC4)n3)cc2=O)cc1F 0.52 0.6922253418702999 0.8427645813694364 0.6922253418702999 0.8427645813694364 0
26 O=c1cc(-c2ccnc(NC3CC3)n2)ccn1Cc1ccc(F)cc1F 0.53 0.764368359798116 0.8426022442984475 0.764368359798116 0.8426022442984475 0
26 Cc1ccc(Cn2ccc(-c3ccnc(NC4CC4)n3)cc2=O)cc1F 0.51 0.7663457853023327 0.8466502692464724 0.7663457853023327 0.8466502692464724 0
27 Cc1ccc(Cn2ccc(-c3ccnc(NC4CCC4)n3)cc2=O)cc1F 0.52 0.74874053346106 0.8447392953935109 0.74874053346106 0.8447392953935109 0
28 Cc1ccc(Cn2ccc(-c3ccnc(NC4CCCC4)n3)cc2=O)cc1F 0.52 0.7243649277312405 0.8439682025398562 0.7243649277312405 0.8439682025398562 0
29 COc1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1 0.31 0.7214640828584811 0.7997033178743218 0.7214640828584811 0.7997033178743218 1
29 Fc1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1F 0.49 0.7024274747066253 0.786213752473922 0.7024274747066253 0.786213752473922 1
28 Fc1ccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)cc1 0.47 0.7252916668935859 0.7979167589112345 0.7252916668935859 0.7979167589112345 1
19 COc1ccc(Cc2cnc(N)nc2N)cc1OC 0.37 0.8583914380649984 0.8819103173539118 0.8583914380649984 0.8819103173539118 1
24 O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2ccccc12 0.31 0.7354070209301681 0.8714788086064384 0.7354070209301681 0.8714788086064384 1
21 COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1 0.38 0.7940400286227499 0.9144998751572496 0.7940400286227499 0.9144998751572496 1
28 CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1 0.74 0.5241908173512972 0.8117747089211592 0.5241908173512972 0.8117747089211592 1
28 CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)[nH]nc2c1 0.74 0.5241908173512972 0.8117747089211592 0.5241908173512972 0.8117747089211592 0
35 CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.89 0.4058424794083466 0.5607049273584147 0.4058424794083466 0.5607049273584147 1
40 Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12 0.32 0.3539489246447815 0.8088070155901761 0.3539489246447815 0.8088070155901761 1
22 Fc1ccc(Nc2nc(Nc3ccccc3)ncc2Cl)cc1 0.69 0.7289143504246572 0.9039288684322406 0.7289143504246572 0.9039288684322406 1
26 N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.97 0.6365290105781194 0.8660423690385723 0.6365290105781194 0.8660423690385723 1
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.75 0.6475748445711507 0.8936231852868767 0.6475748445711507 0.8936231852868767 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.8815416527036185 0.644469381672002 0.8815416527036185 1
24 NC(=O)c1ccccc1Nc1cc(Nc2ccccc2Cl)ccn1 0.85 0.6468332744557443 0.8868648798242231 0.6468332744557443 0.8868648798242231 1
26 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.9 0.6115541273044517 0.883145071741275 0.6115541273044517 0.883145071741275 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.99 0.6167643952262964 0.8821011326602817 0.6167643952262964 0.8821011326602817 1
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.84 0.6981404318925082 0.8930635420315812 0.6981404318925082 0.8930635420315812 1
22 Fc1ccc(Nc2nc(Nc3ccccc3)ncc2Cl)cc1 0.69 0.7289143504246572 0.9039288684322406 0.7289143504246572 0.9039288684322406 0
26 N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.97 0.6365290105781194 0.8660423690385723 0.6365290105781194 0.8660423690385723 0
23 Fc1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.82 0.6612651068351717 0.8917797299648343 0.6612651068351717 0.8917797299648343 0
28 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)N(C)C)n2)cc1 0.75 0.6441651483125931 0.8738431084746777 0.6441651483125931 0.8738431084746777 0
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.75 0.6475748445711507 0.8936231852868767 0.6475748445711507 0.8936231852868767 0
23 Fc1ccc(Nc2ncc(Cl)c(Nc3ccccc3Cl)n2)cc1 0.79 0.6612651068351716 0.8917629467480511 0.6612651068351716 0.8917629467480511 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.8815416527036185 0.644469381672002 0.8815416527036185 0
24 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.84 0.6981404318925082 0.8930635420315812 0.6981404318925082 0.8930635420315812 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.99 0.6167643952262964 0.8821011326602817 0.6167643952262964 0.8821011326602817 0
24 NC(=O)c1ccccc1Nc1cc(Nc2ccccc2Cl)ccn1 0.85 0.6468332744557443 0.8868648798242231 0.6468332744557443 0.8868648798242231 0
26 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.9 0.6115541273044517 0.883145071741275 0.6115541273044517 0.883145071741275 0
27 CN(C)C(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.83 0.6305838394228441 0.8730402102681103 0.6305838394228441 0.8730402102681103 0
27 O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1 0.65 0.48753390702796573 0.7855391880009035 0.48753390702796573 0.7855391880009035 1
26 Fc1ccccc1Nc1nc(Nc2ccc(N3CCC3)cc2)ncc1Cl 0.81 0.6648714695950858 0.8786966892048925 0.6648714695950858 0.8786966892048925 1
25 CN(C)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.81 0.6850948417939615 0.8762044912734994 0.6850948417939615 0.8762044912734994 1
20 Clc1cnc(NC2CC2)nc1-c1c[nH]c2ccccc12 0.65 0.7678950823455861 0.8560177262415054 0.7678950823455861 0.8560177262415054 1
23 Fc1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.8 0.7134741531129651 0.8911778651629694 0.7134741531129651 0.8911778651629694 1
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.8815416527036185 0.644469381672002 0.8815416527036185 1
25 COc1ccccc1Nc1ccnc(Nc2ccccc2C(N)=O)c1 0.9 0.6397475400423837 0.8881022130743901 0.6397475400423837 0.8881022130743901 1
26 Fc1ccccc1Nc1nc(Nc2ccc(N3CCC3)cc2)ncc1Cl 0.81 0.6648714695950858 0.8786966892048925 0.6648714695950858 0.8786966892048925 0
23 Fc1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.8 0.7134741531129651 0.8911778651629694 0.7134741531129651 0.8911778651629694 0
30 NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl 0.94 0.555193668815431 0.859171673933894 0.555193668815431 0.859171673933894 0
26 CNC(=O)c1ccccc1Nc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.81 0.5940645621808116 0.878922410618614 0.5940645621808116 0.878922410618614 0
26 CNC(=O)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.8 0.6285099181770779 0.8804502692464725 0.6285099181770779 0.8804502692464725 0
27 Fc1ccccc1Nc1nc(Nc2ccc(N3CCCC3)cc2)ncc1Cl 0.82 0.6210425847170504 0.8763815468129776 0.6210425847170504 0.8763815468129776 0
25 CN(C)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3F)n2)cc1 0.81 0.6850948417939615 0.8762044912734994 0.6850948417939615 0.8762044912734994 0
28 NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC3)cc2)ncc1Cl 0.91 0.5858902962860467 0.8693976873451743 0.5858902962860467 0.8693976873451743 0
26 CNC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.8 0.628509918177078 0.8783856122818156 0.628509918177078 0.8783856122818156 0
24 Fc1ccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)cc1 0.51 0.5421205478967073 0.8718010193368845 0.5421205478967073 0.8718010193368845 0
27 COc1cc(Cl)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1 0.75 0.5637366612000907 0.8661685503490817 0.5637366612000907 0.8661685503490817 0
20 Clc1cnc(NC2CC2)nc1-c1c[nH]c2ccccc12 0.65 0.7678950823455861 0.8560177262415054 0.7678950823455861 0.8560177262415054 0
27 CNC(=O)c1ccccc1Nc1nc(Nc2ccc(CN)cc2)ncc1Cl 0.57 0.5202135038236393 0.8671440905983062 0.5202135038236393 0.8671440905983062 0
25 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl 0.95 0.644469381672002 0.8815416527036185 0.644469381672002 0.8815416527036185 0
26 CNC(=O)c1ccccc1Nc1nc(Nc2ccccc2F)ncc1Cl 0.7 0.628509918177078 0.8734353004315037 0.628509918177078 0.8734353004315037 0
25 CNC(=O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1Cl 0.67 0.6463130787058242 0.8854763583735354 0.6463130787058242 0.8854763583735354 0
26 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1 0.9 0.6115541273044517 0.883145071741275 0.6115541273044517 0.883145071741275 0
26 COc1cc(F)ccc1Nc1ccnc(Nc2ccccc2C(N)=O)c1 0.83 0.6275377705051435 0.8745242817204849 0.6275377705051435 0.8745242817204849 0
26 NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2F)ncc1Cl 0.81 0.6265499737152721 0.8660908809857142 0.6265499737152721 0.8660908809857142 0
25 COc1ccccc1Nc1ccnc(Nc2ccccc2C(N)=O)c1 0.9 0.6397475400423837 0.8881022130743901 0.6397475400423837 0.8881022130743901 0
27 NC(=O)c1cccc(-c2cccc3cnc(Nc4ccc(F)cc4)nc23)c1 0.75 0.5705228499108765 0.8769058595985368 0.5705228499108765 0.8769058595985368 1
30 CN(C)c1cccc(-c2cccc3cnc(Nc4ccc(C(N)=O)cc4F)nc23)c1 0.56 0.5195662941943077 0.8474892502588536 0.5195662941943077 0.8474892502588536 0
28 Oc1cccc(-c2cccc3cnc(Nc4ccc(N5CCC5)cc4)nc23)c1 0.75 0.5332674891139718 0.867129868395831 0.5332674891139718 0.867129868395831 0
28 NC(=O)c1cccc(-c2cccc3cnc(Nc4ccc(Cl)cc4F)nc23)c1 0.64 0.5155328140245254 0.8615048027297897 0.5155328140245254 0.8615048027297897 0
27 NC(=O)c1cccc(-c2cccc3cnc(Nc4ccc(F)cc4)nc23)c1 0.75 0.5705228499108765 0.8769058595985368 0.5705228499108765 0.8769058595985368 0
32 CN1CCC(Nc2nc(Nc3ccc(-c4ccccc4)cc3)c3c(N)nccc3n2)CC1 0.5 0.4327596097364697 0.8409081788318028 0.4327596097364697 0.8409081788318028 1
28 Nc1nccc2nc(NC3CC3)nc(Nc3ccc(-c4ccccc4)cc3)c12 0.49 0.4773065478156891 0.8581097933489266 0.4773065478156891 0.8581097933489266 1
22 CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1 0.67 0.7682186016738007 0.8717086761245483 0.7682186016738007 0.8717086761245483 1
20 Cc1ccccc1Nc1nccc(-c2cccnc2)n1 0.56 0.7833048986491562 0.8987468904729491 0.7833048986491562 0.8987468904729491 1
26 Cc1ccc(-c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1 0.58 0.5514384289489935 0.8886944034906067 0.5514384289489935 0.8886944034906067 1
21 Cc1ccc(F)cc1Nc1nccc(-c2cccnc2)n1 0.62 0.7938800684062471 0.8860138726351815 0.7938800684062471 0.8860138726351815 1
30 Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1Nc1nccc(-c2cccnc2)n1 0.69 0.4946350830573168 0.8801768021390222 0.4946350830573168 0.8801768021390222 1
26 Cc1ccc(-c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1 0.58 0.5514384289489935 0.8886944034906067 0.5514384289489935 0.8886944034906067 0
21 Cc1ccc(F)cc1Nc1nccc(-c2cccnc2)n1 0.62 0.7938800684062471 0.8860138726351815 0.7938800684062471 0.8860138726351815 0
29 Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1 0.53 0.516872597967598 0.8864409916258469 0.516872597967598 0.8864409916258469 0
22 CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1 0.67 0.7682186016738007 0.8717086761245483 0.7682186016738007 0.8717086761245483 0
20 Cc1ccccc1Nc1nccc(-c2cccnc2)n1 0.56 0.7833048986491562 0.8987468904729491 0.7833048986491562 0.8987468904729491 0
23 COc1ccc(-c2ccnc(Nc3ccc(C#N)cc3)n2)cc1 0.72 0.7940574796578045 0.8995624770684769 0.7940574796578045 0.8995624770684769 1
22 NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.88 0.7736673533089602 0.91432213766301 0.7736673533089602 0.91432213766301 1
25 c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1 0.9 0.7888969157517117 0.8970544096555868 0.7888969157517117 0.8970544096555868 1
20 Fc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.73 0.7766543901704424 0.9243990417115412 0.7766543901704424 0.9243990417115412 1
21 Fc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.85 0.7837517154076079 0.9159177818407301 0.7837517154076079 0.9159177818407301 1
23 c1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.87 0.7876043943907413 0.909764057402103 0.7876043943907413 0.909764057402103 1
21 Fc1ccc(Nc2nccc(-c3ccc(F)cc3)n2)cc1 0.85 0.7837517154076079 0.9159177818407301 0.7837517154076079 0.9159177818407301 0
20 Fc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.73 0.7766543901704424 0.9243990417115412 0.7766543901704424 0.9243990417115412 0
23 COc1ccc(-c2ccnc(Nc3ccc(C#N)cc3)n2)cc1 0.72 0.7940574796578045 0.8995624770684769 0.7940574796578045 0.8995624770684769 0
22 NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1 0.88 0.7736673533089602 0.91432213766301 0.7736673533089602 0.91432213766301 0
23 c1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.87 0.7876043943907413 0.909764057402103 0.7876043943907413 0.909764057402103 0
25 c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1 0.9 0.7888969157517117 0.8970544096555868 0.7888969157517117 0.8970544096555868 0
23 c1ccc(Nc2nccc(-c3ccc(N4CCC4)cc3)n2)cc1 0.78 0.7876043943907413 0.9088056863613789 0.7876043943907413 0.9088056863613789 0
27 c1cc(-c2ccc(N3CCC3)cc2)nc(Nc2ccc(N3CCC3)cc2)n1 0.88 0.7371646191083736 0.887145909033036 0.7371646191083736 0.887145909033036 0
22 O=C(O)c1ccc(-c2ccnc(Nc3ccccc3)n2)cc1 0.71 0.768033999138487 0.9178307915091638 0.768033999138487 0.9178307915091638 0
25 N#Cc1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.86 0.7852866512598182 0.884777025742696 0.7852866512598182 0.884777025742696 0
27 CC(C)(C)c1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.76 0.6782906425577317 0.885315319369535 0.6782906425577317 0.885315319369535 0
24 Fc1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.84 0.7806049184400436 0.9010810193368847 0.7806049184400436 0.9010810193368847 0
26 NC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC4)cc3)n2)cc1 0.82 0.7417398709212838 0.8911254071536104 0.7417398709212838 0.8911254071536104 0
23 c1ccc(Nc2ncc3cc(-c4ccccc4)ccc3n2)cc1 0.65 0.5753665542791143 0.9149990367450105 0.5753665542791143 0.9149990367450105 1
26 NC(=O)c1cccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.62 0.5849118061578885 0.8909763005409249 0.5849118061578885 0.8909763005409249 1
24 Fc1ccccc1-c1ccc2nc(Nc3ccccc3)ncc2c1 0.68 0.5658688702746002 0.9011443748546062 0.5658688702746002 0.9011443748546062 1
27 COc1cc(OC)cc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.61 0.5410779165019278 0.8847501933563078 0.5410779165019278 0.8847501933563078 0
25 Fc1ccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)cc1F 0.66 0.5513328414826646 0.8916117991884285 0.5513328414826646 0.8916117991884285 0
24 Fc1ccccc1-c1ccc2nc(Nc3ccccc3)ncc2c1 0.68 0.5658688702746002 0.9011443748546062 0.5658688702746002 0.9011443748546062 0
25 COc1cccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.61 0.5696578948237369 0.9018094838066608 0.5696578948237369 0.9018094838066608 0
23 c1ccc(Nc2ncc3cc(-c4ccccc4)ccc3n2)cc1 0.65 0.5753665542791143 0.9149990367450105 0.5753665542791143 0.9149990367450105 0
26 NC(=O)c1cccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.62 0.5849118061578885 0.8909763005409249 0.5849118061578885 0.8909763005409249 0
24 Fc1cccc(-c2ccc3nc(Nc4ccccc4)ncc3c2)c1 0.64 0.5658688702746002 0.9003647432186364 0.5658688702746002 0.9003647432186364 0
34 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1 0.76 0.34297263045705784 0.8217698140810289 0.34297263045705784 0.8217698140810289 1
30 O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12 0.45 0.37425065545818476 0.827222562577731 0.37425065545818476 0.827222562577731 1
29 CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1 0.59 0.4874373998840835 0.8180034754071256 0.4874373998840835 0.8180034754071256 1
25 CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1 0.65 0.5458796961954645 0.899019948117125 0.5458796961954645 0.899019948117125 1
25 CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1 0.65 0.5458796961954645 0.899019948117125 0.5458796961954645 0.899019948117125 0
23 COc1ccc(Nc2nc(Nc3ccccc3)ncc2F)cc1 0.6 0.7423816573436289 0.9049762543359857 0.7423816573436289 0.9049762543359857 1
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3OC)n2)cc1 0.73 0.6705335092272477 0.8945789224760996 0.6705335092272477 0.8945789224760996 1
24 COc1ccc(Nc2ncc(F)c(Nc3ccccc3F)n2)cc1 0.76 0.7330645341909922 0.8924836089212133 0.7330645341909922 0.8924836089212133 1
17 COc1ccc(Nc2ncc(F)c(N)n2)cc1 0.58 0.8486842932109069 0.8956934567185707 0.8486842932109069 0.8956934567185707 1
24 COc1ccc(Nc2ncc(C)c(Nc3ccccc3F)n2)cc1 0.74 0.7273454988172873 0.8932503870706002 0.7273454988172873 0.8932503870706002 1
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccc(OC)cc3)n2)cc1 0.65 0.6705335092272477 0.8991034951256722 0.6705335092272477 0.8991034951256722 1
19 CCCNc1nc(Nc2ccc(F)cc2)ncc1Cl 0.62 0.873710768616093 0.8854239065599538 0.873710768616093 0.8854239065599538 1
19 Fc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.62 0.8973091227531842 0.8826768980129452 0.8973091227531842 0.8826768980129452 1
17 CNc1nc(Nc2ccc(F)cc2)ncc1Cl 0.63 0.8815701804728142 0.884366213128827 0.8815701804728142 0.884366213128827 1
23 COc1ccc(Nc2nc(Nc3ccccc3)ncc2F)cc1 0.6 0.7423816573436289 0.9049762543359857 0.7423816573436289 0.9049762543359857 0
25 NC(=O)c1cnc(Nc2ccc(F)cc2)nc1Nc1ccccc1F 0.69 0.6617366011050438 0.8834021077415384 0.6617366011050438 0.8834021077415384 0
21 COCCNc1nc(Nc2ccc(OC)cc2)ncc1Cl 0.58 0.76655239572209 0.8829547259348873 0.76655239572209 0.8829547259348873 0
25 Fc1ccc(F)c(CNc2nc(Nc3ccc(Cl)cc3)ncc2Cl)c1 0.57 0.6200018447576172 0.8714122919235534 0.6200018447576172 0.8714122919235534 0
28 COc1ccc(Nc2nc(Nc3ccc(C#N)cc3)ncc2C(F)(F)F)cc1 0.56 0.652485828735518 0.8629258738106075 0.652485828735518 0.8629258738106075 0
17 CNc1nc(Nc2ccc(F)cc2)ncc1Cl 0.63 0.8815701804728142 0.884366213128827 0.8815701804728142 0.884366213128827 0
27 COc1cccc(Nc2nc(Nc3ccc(Cl)cc3)ncc2C(F)(F)F)c1 0.58 0.585699350929875 0.8730881859766123 0.585699350929875 0.8730881859766123 0
19 Fc1ccc(Nc2ncc(Cl)c(NC3CC3)n2)cc1 0.62 0.8973091227531842 0.8826768980129452 0.8973091227531842 0.8826768980129452 0
26 Fc1ccc(Nc2nc(Nc3ccc(Cl)cc3)ncc2C(F)(F)F)cc1 0.59 0.5618693045327159 0.8768449378877163 0.5618693045327159 0.8768449378877163 0
19 NCCNc1nc(Nc2ccc(Cl)cc2)ncc1Cl 0.6 0.7910261901947669 0.8720401458761933 0.7910261901947669 0.8720401458761933 0
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3OC)n2)cc1 0.73 0.6705335092272477 0.8945789224760996 0.6705335092272477 0.8945789224760996 0
24 COc1ccc(Nc2ncc(F)c(Nc3ccccc3F)n2)cc1 0.76 0.7330645341909922 0.8924836089212133 0.7330645341909922 0.8924836089212133 0
17 COc1ccc(Nc2ncc(F)c(N)n2)cc1 0.58 0.8486842932109069 0.8956934567185707 0.8486842932109069 0.8956934567185707 0
24 COc1ccc(Nc2ncc(C)c(Nc3ccccc3F)n2)cc1 0.74 0.7273454988172873 0.8932503870706002 0.7273454988172873 0.8932503870706002 0
25 COc1ccc(Nc2ncc(Cl)c(Nc3ccc(OC)cc3)n2)cc1 0.65 0.6705335092272477 0.8991034951256722 0.6705335092272477 0.8991034951256722 0
19 CCCNc1nc(Nc2ccc(F)cc2)ncc1Cl 0.62 0.873710768616093 0.8854239065599538 0.873710768616093 0.8854239065599538 0
20 CNc1nc(Nc2ccc(F)cc2)ncc1C(F)(F)F 0.62 0.8488164067223541 0.8695738005120623 0.8488164067223541 0.8695738005120623 0
20 Fc1ccc(Nc2ncc(Cl)c(NC3CCC3)n2)cc1 0.6 0.8948309235101265 0.8807822755458007 0.8948309235101265 0.8807822755458007 0
20 COCCNc1nc(Nc2ccc(F)cc2)ncc1Cl 0.63 0.8023662968005619 0.8791177681233986 0.8023662968005619 0.8791177681233986 0
25 Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1 0.31 0.7761388978158189 0.8464379319597666 0.7761388978158189 0.8464379319597666 1
